"源物理表ID","平台","数据源","源表","源表中文注释","消费任务ID","任务名称","候选输出及中文注释","候选具体写入数","候选写入证据ID","SQL材料组","相关SQL哈希","证据可用状态","固定读取定位状态","内容绑定级别","核读状态","使用模式","已确认具体输出","当前Facts写入","Facts字段绑定目标","缺口/待判断","Facts清单哈希","证据文件"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134157","dm_hk_n.ref_option_deal_cr","dm_hk_n.ref_option_deal_cr（OTCHK交易-期权合约结构-票息表）","1","write-observation:134157:platform-target:0","SQLG-aa8a340d051209ff","query:f1789991e427fd37174e3be1cd83c45e081ad62698c11d61bd1f8b5d7593d935","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_option_deal_cr|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_option_deal_cr|PLATFORM_TARGET|task:134157:slot:query:statement:0","dm_hk_n.ref_option_deal_cr","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","f5301eb5fff33545612708234d4fc5f34cf00ea8fa6e35f9e6794b56aa2b25fa","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134157\versions\5ee02fd3b2991b606078cef992ff3bde75351a5f34a2b68c1fef0f9287a6f631.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134167","dm_hk_n.ref_book","dm_hk_n.ref_book（OTCHK账簿信息表）","1","write-observation:134167:platform-target:0","SQLG-aa1b48edaba58fa7","query:34dd70c77054427f27b6be9773e95a17487ccf214615d58d4d0d4dedf1830adc","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P07_BOOK_DIMENSION_PROJECTION","dm_hk_n.ref_book","dm_hk_n.ref_book|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_book|PLATFORM_TARGET|task:134167:slot:query:statement:0","dm_hk_n.ref_book","GFS_HK账簿ID在名称和主体关系表中的有效期唯一性","e01452ebd17a47f79fc1f79a4ebfbe93cec9387a79acf1d2f0e6e1cad6bcb6a0","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134167\versions\7ec0294e4c2d336416853cc6106b09b3b0ae431375263a9c4f485a520f296fad.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134474","dm_hk_n.pos_position_daily","dm_hk_n.pos_position_daily（未提供中文注释）","1","write-observation:134474:platform-target:0","SQLG-f52892c109af2b08","query:cfaf8722de9b6daaa8d796c36549753980be838e806ba9c1c0d1d0fe2107fc3a","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.pos_position_daily|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.pos_position_daily|PLATFORM_TARGET|task:134474:slot:query:statement:0","dm_hk_n.pos_position_daily","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","9f1d8ca008487a749e980867010871881ea20937fa24b872491469549111213d","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134474\versions\cb722435f8f8b18c293ec9b765274a272c80211b5ad1f57bbf18603d0aa493d8.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134477","dm_hk_n.ref_option_deal_pr","dm_hk_n.ref_option_deal_pr（OTCHK交易-期权合约结构-参与率表）","1","write-observation:134477:platform-target:0","SQLG-7b8aec32a2c16b50","query:2451a018c37591e4dd232e66f4349227faf73b3a8c756eea7e3ed5bb5a064ff5","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_option_deal_pr|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_option_deal_pr|PLATFORM_TARGET|task:134477:slot:query:statement:0","dm_hk_n.ref_option_deal_pr","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","5efd43b639003f8ef3679f7acfc2e66fbb6ad54eb96f0c6aa18d527026483e02","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134477\versions\093bd4b4fd7b40ae294fa13ffa28d28adda10dfd9b9bf43cadbaf2dbbca4d72c.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134478","dm_hk_n.ref_option_deal_quote_reset","dm_hk_n.ref_option_deal_quote_reset（OTCHK交易-Reset价格表）","1","write-observation:134478:platform-target:0","SQLG-a7794b43fea8c672","query:8a2de96b86b3db3c9d746f0c5939a859009c28f3b4734b7c1a074738d15776ce","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_option_deal_quote_reset|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_option_deal_quote_reset|PLATFORM_TARGET|task:134478:slot:query:statement:0","dm_hk_n.ref_option_deal_quote_reset","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","c88ac4a33b6aa0203b38d4aeb114b683d8f9c12c8e9f21845a7e1e1921b9a884","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134478\versions\df86f0f34cd4eb7c10672d9d864730e3f4ba01b4906450781c4e5f90986bff73.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134518","dm_hk_n.ref_option_quote_reset","dm_hk_n.ref_option_quote_reset（OTCHK期权reset行情）","1","write-observation:134518:platform-target:0","SQLG-0d9a33566f20079a","query:4af2ca30c925fcdf959be01b6b5e183fc34bc7ee978c6bd90b9c01199e7b37ba","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_option_quote_reset|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_option_quote_reset|PLATFORM_TARGET|task:134518:slot:query:statement:0","dm_hk_n.ref_option_quote_reset","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","fd810c1dc7d7c8162e04f22d12d5ce7be414f9e5dce09fc6a7cf862c5ab24891","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134518\versions\dfd0f074faf96ab2c09ee7986b8327cf64061955d3dfe9ad79dfba6c7bf1b3d8.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134519","dm_hk_n.ref_otc_contr_margin_param","dm_hk_n.ref_otc_contr_margin_param（OTCHK合约-静态履约保证金参数）","1","write-observation:134519:platform-target:0","SQLG-2facc271abebb6be","query:e1be11de75e91b42baac60722313ab759b2d47da0d60541f52bf5856d026d9e5","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_otc_contr_margin_param|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_otc_contr_margin_param|PLATFORM_TARGET|task:134519:slot:query:statement:0","dm_hk_n.ref_otc_contr_margin_param","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","2813174ca17881283826a5b77ddd138b7dfe8526bf1ec9dadba6ed3cf5c404d3","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134519\versions\d42b4b44a64e71a455cc5af7d899d361954ba28de80a1c34c158ffa31c68c6f1.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134527","dm_hk_n.ref_otc_contr_precision_detail","dm_hk_n.ref_otc_contr_precision_detail（OTCHK合约自定义精度配置表）","1","write-observation:134527:platform-target:0","SQLG-387fe822d217816a","query:144d49b440fd3a8cdc0052d2daaa2bfd71b0206fe7bce206e0b42f3822eb1cff","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_otc_contr_precision_detail|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_otc_contr_precision_detail|PLATFORM_TARGET|task:134527:slot:query:statement:0","dm_hk_n.ref_otc_contr_precision_detail","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","0add6b5c483197e0d0f719951909f9d3ae1e6b5961a48e492a2b4089eee36ac9","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134527\versions\5aefa03ff662903daa9538b1c1d0b0e07e430d0e5ae92868913a39fafec1337a.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134528","dm_hk_n.ref_otc_option_deal","dm_hk_n.ref_otc_option_deal（OTCHK交易-期权交易合同要素表）","1","write-observation:134528:platform-target:0","SQLG-8c567203c6020947","query:ed38bafd5e7f614b3a81f99c434a501ffa5db6b9ba4f46f76033b4a7785f6d41","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_otc_option_deal|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_otc_option_deal|PLATFORM_TARGET|task:134528:slot:query:statement:0","dm_hk_n.ref_otc_option_deal","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","d43e3fc992c934041ff6058126a3f93773e88ffcb0b19199c5c719a98e39e438","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134528\versions\d2f2ced281a267a17cea414bb3a3bafbd181498ce2c6444ab9d0934b6cbc92c0.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134530","dm_hk_n.ref_sbl","dm_hk_n.ref_sbl（OTCHK-SBL合约要素表）","1","write-observation:134530:platform-target:0","SQLG-7d5c24ac973fa75b","query:8c213ada52725d02ee8bd8251597d3c9ac163cc5521466ac9ac42b458646f568","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_sbl|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_sbl|PLATFORM_TARGET|task:134530:slot:query:statement:0","dm_hk_n.ref_sbl","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","807c511df6fc5478d7122a7c3165e7b57177d47058d6d965b0a39e81382c1757","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134530\versions\33b53e79bac7322db843dfa2bf065c25977c3aa6182b86cc541c47cb15bbcce2.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134533","dm_hk_n.ref_sbl_leg","dm_hk_n.ref_sbl_leg（OTCHK-SBL合约腿要素表）","1","write-observation:134533:platform-target:0","SQLG-6ce8c9379f9a8492","query:bc15c438873771606aec13c2964b3d5b2a58505b75ffcc4f6344040243edaf4d","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_sbl_leg|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_sbl_leg|PLATFORM_TARGET|task:134533:slot:query:statement:0","dm_hk_n.ref_sbl_leg","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","cccc7ad2a778eb7ec31576a73e3394740f4282a91b0498dfd1aea94118824c8e","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134533\versions\9c6d23c3e745002fc172ca92f824245616ac9e76724826ae0e7bfc503eb78574.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134536","dm_hk_n.ref_trs","dm_hk_n.ref_trs（OTCHK交易-TRS）","1","write-observation:134536:platform-target:0","SQLG-51e4f2c510ccf2e1","query:e93e08dace14ce66be388de2c48c216f2d62fbbfb3c2323428934a12abc0527d","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_trs|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_trs|PLATFORM_TARGET|task:134536:slot:query:statement:0","dm_hk_n.ref_trs","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","446fd497f2d97da8813886cafe5fe32bbbc521d05971a748c3cd309035dd4252","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134536\versions\58756193634e0fb2e9aced9316fae9f4184baeb0be74f505e7d9f8ccb48dd8a4.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134537","dm_hk_n.ref_trs_leg","dm_hk_n.ref_trs_leg（OTCHK交易-TRS-leg基本信息）","1","write-observation:134537:platform-target:0","SQLG-8451db733312eae2","query:bd8b79e2891995c00c4fd82adc53d10ddbd53a471040cc11aae180b1c5b55a83","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_trs_leg|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_trs_leg|PLATFORM_TARGET|task:134537:slot:query:statement:0","dm_hk_n.ref_trs_leg","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","a13720ae12da8334080e25f6107609ebd1da49b8fa1dc234a45447b11ead4ab6","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134537\versions\45266fcc81e31ae595058e27f96424b9e1f1597eb0d4c796e92e43e86d0b6ffe.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134538","dm_hk_n.trd_option_deal_settlement","dm_hk_n.trd_option_deal_settlement（OTCHK交易-期权交易结算表）","1","write-observation:134538:platform-target:0","SQLG-cbad4e35437ce77b","query:20996eedb31c00df46f06ddc3a209bc240157ac0eecf1304d4cd088fc47bab50","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_option_deal_settlement|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_option_deal_settlement|PLATFORM_TARGET|task:134538:slot:query:statement:0","dm_hk_n.trd_option_deal_settlement","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","145975ce4f761f20ac23c528c21c4a0852fd6b1c35efbe80d39415ad9157446e","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134538\versions\a02d6cc2f736901ab631bf3b148aa951cfadc40d2be2ae602bdcdbaf7012c6d2.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134540","dm_hk_n.trd_option_event","dm_hk_n.trd_option_event（OTCHK交易-OTCOption存续期事件表）","1","write-observation:134540:platform-target:0","SQLG-a7f9f7a23322feec","query:9d0a63af79edfc5dd699244581972f818638eedf5950109a04b9c8e16a440ad5","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_option_event|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_option_event|PLATFORM_TARGET|task:134540:slot:query:statement:0","dm_hk_n.trd_option_event","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","cb89c2f22da9b7221282d479558856f431ae17db4c316f1f15769dd148da4b76","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134540\versions\93d0c6e3d6597be4534a3b275266dbc2e2e14bb8dead287e915513a807a805fe.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134546","dm_hk_n.trd_trs_event","dm_hk_n.trd_trs_event（OTCHK交易-TRS存续期事件表）","1","write-observation:134546:platform-target:0","SQLG-fdeaea0dcc29ef4c","query:593f422b0b09c78dc811a49310fd7b74e0b457231eb7a21c54299178a70ef852","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_trs_event|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_trs_event|PLATFORM_TARGET|task:134546:slot:query:statement:0","dm_hk_n.trd_trs_event","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","56cfc9bcdebe47588cc8803f7572fcc8d42a6a491939880f4b80c124ac14210e","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134546\versions\f1ba7cbf920cd3d140afaf8c840b6d4ec269b4ba15388eef171437a9bf310203.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134548","dm_hk_n.trd_trs_event_struc_detail","dm_hk_n.trd_trs_event_struc_detail（OTCHK交易-TRS存续期事件结构化腿明细表）","1","write-observation:134548:platform-target:0","SQLG-1cc6d32cb52ab87c","query:ed4f2c9cd081bfce68ee605286ee7f7804df27801c7460a0cc49f9e043dce1d3","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_trs_event_struc_detail|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_trs_event_struc_detail|PLATFORM_TARGET|task:134548:slot:query:statement:0","dm_hk_n.trd_trs_event_struc_detail","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","55a4cf377bcad158339989e3fc0ad1765e44fc78082d06de8ed28c4e1e9f2886","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134548\versions\3949e6d73e2808703375135cb52a3bde2267a21def7f83442694d0480c90a5f2.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134557","dm_hk_n.ref_op_deal_float_back_fee","dm_hk_n.ref_op_deal_float_back_fee（OTCHK期权后端费挂钩浮动利率表）","1","write-observation:134557:platform-target:0","SQLG-077514d145f9ec73","query:1743c7e7c0b9efe65f9e1ecf2d500418e61310a775c6cf081f82eff5e0743b03","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_op_deal_float_back_fee|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_op_deal_float_back_fee|PLATFORM_TARGET|task:134557:slot:query:statement:0","dm_hk_n.ref_op_deal_float_back_fee","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","9086bb368cbb94efe76bffdcb52fc00ca4b58f0e9475f49876b7fd7e5a8312d7","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134557\versions\72ed215badb31040e1db8793753f5cfc5be7f3ede068f6eb9617d20692f98772.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","134561","dm_hk_n.ref_option_deal_barrier_line","dm_hk_n.ref_option_deal_barrier_line（OTCHK交易障碍线信息表）","1","write-observation:134561:platform-target:0","SQLG-282873a6a4d6ca43","query:e16982ea5b552a3466e75c1c78688a66189c090818bf2e837e9906d3debf7d29","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_option_deal_barrier_line|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_option_deal_barrier_line|PLATFORM_TARGET|task:134561:slot:query:statement:0","dm_hk_n.ref_option_deal_barrier_line","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","3c8aa6dccc333177896f40ae95f3fc20a412ef42aadf78cba434dd36f98bf623","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\134561\versions\1fe62f939d45eea2a949d6dd38e6bfabf98493b2c17d7ecfa75ac85b4a710679.evidence-v3.json"
